,name,username,sport,followers_count,tweet_count
0,Cristiano Ronaldo,Cristiano,soccer,112479386,4126
1,LeBron James,KingJames,basketball,52978276,9343
2,Andrés Iniesta,andresiniesta8,soccer,25156086,3785
3,Ronaldinho,10Ronaldinho,soccer,21525346,6977
4,Karim Benzema,Benzema,soccer,21175235,3997
5,Kevin Durant,KDTrey5,basketball,21039309,25635
6,Gerard Piqué,3gerardpique,soccer,20542108,3517
7,Luis Suárez,LuisSuarez9,soccer,17662351,2252
8,Stephen Curry,StephenCurry30,basketball,17561591,8146
9,Sergio Agüero,aguerosergiokun,soccer,16734267,5957
10,Shaquille O'Neal,SHAQ,basketball,15728613,10551
11,Kobe Bryant,kobebryant,basketball,14278213,1904
12,Marcel,MarceloM12,soccer,13005797,2138
13,Carles Puyol,Carles5puyol,soccer,12340712,2546
14,Paul Pogba,paulpogba,soccer,10478489,1050
15,Iker Casillas,IkerCasillas,soccer,10136730,5894
16,Cesc Fàbregas,cesc4official,soccer,9717958,6127
17,Dwyane Wade,DwyaneWade,basketball,9396502,15655
18,Robin van Persie,Persie_Official,soccer,9060983,1124
19,Carmelo Anthony,carmeloanthony,basketball,8989343,3769
20,Chris Paul,CP3,basketball,8282953,6710
21,James Harden,JHarden13,basketball,7736245,13643
22,Pau Gasol,paugasol,basketball,7014503,16378
23,Russell Westbrook,russwest44,basketball,6652762,5995
24,Dwight Howard,DwightHoward,basketball,6101757,24186
25,J.J. Watt,JJWatt,football,5617476,14361
26,Russell Wilson,DangeRussWilson,football,5505043,12834
27,Magic Johnson,MagicJohnson,basketball,5267546,13959
28,Bastian Schweinsteiger,BSchweinsteiger,soccer,4987646,2468
29,Dani Carvajal,DaniCarvajal92,soccer,4900275,2605
30,Kyrie Irving,KyrieIrving,basketball,4733724,4374
31,Thomas Müller,esmuellert_,soccer,4733227,3159
32,Manu Ginóbili,manuginobili,basketball,4680015,7061
33,Aaron Rodgers,AaronRodgers12,football,4555744,3252
34,Thiago Alcântara,Thiago6,soccer,4427329,2551
35,Tim Tebow,TimTebow,football,4410061,4381
36,Oscar,oscar8,soccer,4369055,1632
37,Blake Griffin,blakegriffin23,basketball,4220771,2849
38,Paul Pierce,paulpierce34,basketball,3915986,2861
39,Manuel Neuer,Manuel_Neuer,soccer,3819214,156
40,Wesley Sneijder,sneijder101010,soccer,3780922,1602
41,Michael Owen,themichaelowen,soccer,3698739,15322
42,Jack Wilshere,JackWilshere,soccer,3590030,1773
43,David Alaba,David_Alaba,soccer,3538782,3344
44,Fernando Torres,Torres,soccer,3512169,1674
45,Dez Bryant,DezBryant,football,3443849,31001
46,Dirk Nowitzki,swish41,basketball,3420914,1772
47,Damian Lillard,Dame_Lillard,basketball,3408674,25766
48,Giannis Antetokounmpo,Giannis_An34,basketball,3263990,2250
49,Chad Johnson,ochocinco,football,3149205,209696
50,Rob Gronkowski,RobGronkowski,football,3140983,4686
51,Pelé,Pele,soccer,3096023,2891
52,Pat McAfee,PatMcAfeeShow,football,3083710,115197
53,Kevin Love,kevinlove,basketball,3077568,3191
54,Drew Brees,drewbrees,football,3063742,4842
55,Blaise Matuidi,MATUIDIBlaise,soccer,2989500,1700
56,Yu Darvish,faridyu,baseball,2939066,21799
57,Olivier Giroud,_OlivierGiroud_,soccer,2881593,924
58,Ja Morant,JaMorant,basketball,2855458,12664
59,Andrea Pirlo,Pirlo_official,soccer,2835992,491
60,Ricky Rubio,rickyrubio9,basketball,2758644,3855
61,Chris Bosh,chrisbosh,basketball,2629937,6618
62,Ashley Young,youngy18,soccer,2628714,1096
63,Memphis Depay,Memphis,soccer,2565885,5390
64,Mike Trout,MikeTrout,baseball,2549069,5994
65,Reggie Bush,ReggieBush,football,2531813,9433
66,Ahmed Hassan,AhmedHassan,soccer,2508384,1497
67,Michael Carrick,carras16,soccer,2499269,989
68,Alex Ovechkin,ovi8,hockey,2485214,697
69,Alessandro Del Piero,delpieroale,soccer,2482252,8612
70,Paul George,Yg_Trece,basketball,2455317,16901
71,Steve Nash,SteveNash,basketball,2438661,4633
72,Derrick Rose,drose,basketball,2406825,93
73,Samir Nasri,SamNasri19,soccer,2311982,679
74,Jeremy Lin,JLin7,basketball,2258650,2288
75,Robert Griffin III,RGIII,football,2256013,26653
76,Colin Kaepernick,Kaepernick7,football,2253003,13634
77,Ivan Rakitić,ivanrakitic,soccer,2251719,1761
78,Theo Walcott,theowalcott,soccer,2207209,880
79,Anthony Davis,AntDavis23,basketball,2175629,4907
80,Kareem Abdul-Jabbar,kaj33,basketball,2173332,4384
81,Joel Embiid,JoelEmbiid,basketball,2172278,2924
82,Mats Hummels,matshummels,soccer,2131053,1845
83,Ezekiel Elliott,EzekielElliott,football,2124455,12593
84,Larry Fitzgerald,LarryFitzgerald,football,2090815,26056
85,Pete Carroll,PeteCarroll,football,2086492,5716
86,Draymond Green,Money23Green,basketball,2082065,20280
87,Antonio Brown,AB84,football,2071977,24666
88,Shannon Sharpe,ShannonSharpe,football,2057814,147968
89,Richard Sherman,RSherman_25,football,1990634,24258
90,Luka Dončić,luka7doncic,basketball,1981651,4448
91,Tony Parker,tonyparker,basketball,1965415,3120
92,Jim Harbaugh,CoachJim4UM,football,1921885,1083
93,Diego Ribas da Cunha,ribasdiego10,soccer,1893616,2634
94,Johnny Manziel,JManziel2,football,1862712,5452
95,Isaiah Thomas,isaiahthomas,basketball,1854025,12618
96,Adrián González,Adrian_ElTitan,baseball,1834027,2090
97,John Wall,JohnWall,basketball,1816477,25988
98,Deion Sanders,DeionSanders,football,1816243,71301
99,Klay Thompson,KlayThompson,basketball,1815461,624
100,Justin Verlander,JustinVerlander,baseball,1796790,2776
101,Trae Young,TheTraeYoung,basketball,1784623,10992
102,Chris Smalling,ChrisSmalling,soccer,1761453,1027
103,Masahiro Tanaka,t_masahiro18,baseball,1723312,7902
104,David Price,DAVIDprice24,baseball,1633987,15819
105,Jamal Crawford,JCrossover,basketball,1627487,35153
106,André-Pierre Gignac,10APG,soccer,1596056,3246
107,Bafétimbi Gomis,BafGomis,soccer,1579444,8940
108,Alexandre Lacazette,LacazetteAlex,soccer,1548027,1920
109,Troy Aikman,TroyAikman,football,1540144,3987
110,Samuel Umtiti,samumtiti,soccer,1529924,1914
111,Rajon Rondo,RajonRondo,basketball,1513819,1071
112,Julian Edelman,Edelman11,football,1509633,10700
113,David Ortiz,davidortiz,baseball,1498087,2607
114,Dak Prescott,dak,football,1493631,4010
115,Donovan Mitchell,spidadmitchell,basketball,1485363,5747
116,Jayson Tatum,jaytatum0,basketball,1410368,17751
117,Jonathan two Santos,jona2santos,soccer,1367624,2392
118,Kyle Kuzma,kylekuzma,basketball,1353117,16352
119,Daley Blind,BlindDaley,soccer,1339290,1100
120,Stephan El Shaarawy,OfficialEl92,soccer,1338198,937
121,Simon Mignolet,SMignolet,soccer,1337953,1872
122,Nick Swisher,NickSwisher,baseball,1337069,2770
123,Terrell Owens,terrellowens,football,1336563,37933
124,Andre Iguodala,andre,basketball,1326042,9386
125,Devin Booker,DevinBook,basketball,1315755,9110
126,Paul Bissonnette,BizNasty2point0,hockey,1314429,36929
127,Burak Yılmaz,yilmazburak17,soccer,1289330,258
128,Lonzo Ball,ZO2_,basketball,1281451,4439
129,Allen Iverson,alleniverson,basketball,1265783,1357
130,Michael Strahan,michaelstrahan,football,1259916,27565
131,Alex Rodriguez,AROD,baseball,1255595,4789
132,DeMarcus Cousins,boogiecousins,basketball,1230592,6183
133,Rex Chapman,RexChapman,basketball,1226442,358867
134,Noah Syndergaard,Noahsyndergaard,baseball,1214546,2660
135,Rudy Fernández,rudy5fernandez,basketball,1181105,7596
136,Rudy Gay,RudyGay,basketball,1174414,5631
137,Marc Gasol,MarcGasol,basketball,1170167,1535
138,Miguel Cabrera,MiguelCabrera,baseball,1120368,1593
139,Kenny Smith,TheJetOnTNT,basketball,1117052,7060
140,DeAndre Jordan,DeAndre,basketball,1099222,10231
141,Matteo Darmian,DarmianOfficial,soccer,1088037,373
142,Chipper Jones,RealCJ10,baseball,1077746,9716
143,LaMelo Ball,MELOD1P,basketball,1073029,2533
144,Franz Beckenbauer,beckenbauer,soccer,1072276,376
145,Vince Carter,mrvincecarter15,basketball,1054229,14156
146,P.K. Subban,PKSubban1,hockey,1031363,7001
147,José Bautista,JoeyBats19,baseball,1019809,4836
148,Carlos Sánchez,carlossanchez6,soccer,1017562,1315
149,Nicolas Batum,nicolas88batum,basketball,1005428,9638
150,Clay Matthews,ClayMatthews52,football,1002258,221
151,Ben Simmons,BenSimmons25,basketball,996049,580
152,Baron Davis,BaronDavis,basketball,995148,19959
153,Warren Sapp,WarrenSapp,football,992185,120678
154,Adrian Peterson,AdrianPeterson,football,989589,3552
155,Jimmy Butler,JimmyButler,basketball,987070,5436
156,Carson Wentz,cj_wentz,football,983301,2873
157,Bryce Harper,bryceharper3,baseball,983104,2491
158,Amar'e Stoudemire,Amareisreal,basketball,980357,4057
159,John Elway,johnelway,football,978566,470
160,Vernon Davis,VernonDavis85,football,976667,6020
161,Florian Thauvin,FlorianThauvin,soccer,972972,2057
162,Patrice Evra,Evra,soccer,964127,1291
163,Tyreek Hill,cheetah,football,960832,15126
164,Andrew McCutchen,TheCUTCH22,baseball,945206,4406
165,Tony Dungy,TonyDungy,football,926758,28118
166,Herschel Walker,HerschelWalker,football,901150,1695
167,Kieran Gibbs,KieranGibbs,soccer,897600,196
168,Nate Robinson,nate_robinson,basketball,883183,15591
169,Kyle Lowry,Klow7,basketball,880227,7282
170,Jason Terry,jasonterry31,basketball,867182,5381
171,Serge Ibaka,sergeibaka,basketball,860871,8115
172,Yasiel Puig,YasielPuig,baseball,860846,2333
173,Anthony Rizzo,ARizzo44,baseball,853657,4135
174,Derek Fisher,derekfisher,basketball,852260,1589
175,Mario Chalmers,mchalmers15,basketball,848537,7316
176,Marshawn Lynch,MoneyLynch,football,841366,3169
177,Jason Witten,JasonWitten,football,838136,262
178,Andre Drummond,AndreDrummond,basketball,833163,21147
179,Reggie Miller,ReggieMillerTNT,basketball,831680,7508
180,Lionel Messi,fundacionmessi,soccer,822793,1198
181,Zach Boychuk,ZachBoychuk,hockey,805991,10193
182,Chris Johnson,ChrisJohnson28,football,805893,13913
183,Troy Polamalu,tpolamalu,football,774978,2255
184,DeMar DeRozan,DeMar_DeRozan,basketball,773487,8411
185,Emmitt Smith,EmmittSmith22,football,767225,9505
186,Claudio Pizarro,pizarrinha,soccer,766521,1337
187,Brandon Phillips,DatDudeBP,baseball,758520,10405
188,Jaylen Brown,FCHWPO,basketball,756007,3341
189,Roberto Luongo,strombone1,hockey,753987,1755
190,Matt Carpenter,MattCarp13,baseball,753340,1610
191,Mark Sanchez,Mark_Sanchez,football,752714,2917
192,Koji Uehara,TeamUehara,baseball,745188,23079
193,DeMarcus Ware,DeMarcusWare,football,743769,7513
194,Michael Irvin,michaelirvin88,football,740744,9162
195,J.R. Smith,TheRealJRSmith,basketball,738072,22360
196,Raúl Albiol,R_Albiol,soccer,733682,325
197,Bacary Sagna,Sagnaofficial,soccer,733144,953
198,Tyson Chandler,tysonchandler,basketball,732503,2588
199,Karl-Anthony Towns,KarlTowns,basketball,726467,6797
200,Kendrick Perkins,KendrickPerkins,basketball,725461,23362
201,Patrick Kane,88PKane,hockey,723352,248
202,DeAndre Hopkins,DeAndreHopkins,football,714640,3136
203,D'Angelo Russell,Dloading,basketball,713880,1514
204,Sergio Canales Madrazo,SergioCanales,soccer,708127,2474
205,LaMarcus Aldridge,aldridge_12,basketball,702560,3547
206,Toby Alderweireld,AlderweireldTob,soccer,701370,1217
207,Claude Giroux,28CGiroux,hockey,694239,674
208,Robert Pires,piresrobert7,soccer,693061,2548
209,Bradley Beal,RealDealBeal23,basketball,682524,20170
210,Donald Driver,Donald_Driver80,football,682479,12745
211,Dan Orlovsky,danorlovsky7,football,680818,67670
212,Hedo Türkoğlu,hidoturkoglu15,basketball,678190,5637
213,Chris Webber,realchriswebber,basketball,677086,9128
214,Danilo Gallinari,gallinari8888,basketball,672930,7840
215,Jerry Rice,JerryRice,football,672064,8023
216,Yohan Cabaye,YCabayeofficiel,soccer,670891,1364
217,Todd Gurley,TG3II,football,669907,40959
218,Kris Bryant,KrisBryant_23,baseball,669445,663
219,Scottie Pippen,ScottiePippen,basketball,661704,3097
220,Josh Donaldson,BringerOfRain20,baseball,659302,6820
221,Sergio Llull,23Llull,basketball,658580,7405
222,Josh Hart,joshhart,basketball,655348,10606
223,Ndamukong Suh,NdamukongSuh,football,653223,5866
224,Earl Thomas,Earl_Thomas,football,652970,9378
225,Deron Williams,DeronWilliams,basketball,646545,1857
226,Jon Lester,JLester34,baseball,641601,5158
227,Jason Kelce,JasonKelce,football,634372,724
228,Kurt Warner,kurt13warner,football,634148,48067
229,Steve Kerr,SteveKerr,basketball,633130,4625
230,Iman Shumpert,imanshumpert,basketball,633094,18248
231,Enes Freedom,EnesFreedom,basketball,633020,13751
232,Chris Long,JOEL9ONE,football,630204,32309
233,Greivis Vásquez,greivisvasquez,basketball,627934,25910
234,Tristan Thompson,RealTristan13,basketball,627442,6264
235,Gordon Hayward,gordonhayward,basketball,624224,2866
236,Stefon Diggs,stefondiggs,football,622060,3872
237,Kris Humphries,KrisHumphries,basketball,621170,1961
238,James Harrison,jharrison9292,football,620551,7360
239,Alessandro Matri,Ale_Matri,soccer,616839,618
240,Jay Williams,RealJayWilliams,basketball,613561,22444
241,CJ McCollum,CJMcCollum,basketball,611483,21340
242,Joakim Noah,JoakimNoah,basketball,610599,1509
243,Hunter Pence,hunterpence,baseball,607833,8705
244,Danny Green,DGreen_14,basketball,603491,13732
245,Mathieu Debuchy,MatDebuchy,soccer,599515,434
246,Rudy Gobert,rudygobert27,basketball,599481,5635
247,Bill Goldberg,Goldberg,soccer,593188,24235
248,Trevor Bauer,BauerOutage,baseball,590595,20902
249,Mark Schlereth,markschlereth,football,589764,78465
250,Andrés Guardado,AGuardado18,soccer,589402,893
251,Zach LaVine,ZachLaVine,basketball,583614,3800
252,Arian Foster,ArianFoster,football,575423,21559
253,Andrew Wiggins,22wiggins,basketball,573401,1344
254,Éver Banega,Ever10Banega,soccer,570446,699
255,Harrison Barnes,hbarnes,basketball,563124,5171
256,Torrey Smith,TorreySmithWR,football,561060,18089
257,Marco Belinelli,marcobelinelli,basketball,553354,7813
258,Salvador Perez,SalvadorPerez15,baseball,550637,2367
259,Jason Kidd,RealJasonKidd,basketball,549386,1158
260,Jaylon Smith,thejaylonsmith,football,549129,12976
261,Jeremy Roenick,Jeremy_Roenick,hockey,548357,12139
262,Aaron Judge,TheJudge44,baseball,541954,2180
263,Victor Cruz,TeamVic,football,541335,23989
264,Mike Conley,mconley11,basketball,534841,4599
265,Jordan Clarkson,JordanClarksons,basketball,532757,591
266,Doug Baldwin,DougBaldwinJr,football,530387,2177
267,Jarvis Landry,God_Son80,football,529768,7048
268,Von Miller,VonMiller,football,526618,2652
269,Nick Young,NickSwagyPYoung,basketball,525806,8156
270,José Canseco,JoseCanseco,baseball,518680,12823
271,Matt Barnes,Matt_Barnes22,basketball,518002,7768
272,Marquinhos,marquinhos_m5,soccer,511015,22414
273,Marcus Stroman,STR0,baseball,509399,48593
274,Derek Carr,derekcarrqb,football,507309,5430
275,Greg Olsen,gregolsen88,football,506806,6837
276,Adam Jones,SimplyAJ10,baseball,506131,40915
277,Ryan Whitney,ryanwhitney6,hockey,498879,12395
278,Marcus Smart,smart_MS3,basketball,498530,3554
279,Randall Cobb,rcobb18,football,498397,9512
280,Patrick Beverley,patbev21,basketball,497019,10849
281,Javier Báez,javy23baez,baseball,490333,1806
282,Zion Williamson,Zionwilliamson,basketball,485798,957
283,Michael Thomas,Cantguardmike,football,484746,15476
284,Philipp Lahm,philipplahm,soccer,484711,1849
285,Kawhi Leonard,kawhileonard,basketball,483596,4
286,Julio Jones,juliojones_11,football,482944,1609
287,CC Sabathia,CC_Sabathia,baseball,482169,3079
288,DeMarco Murray,DeMarcoMurray,football,479466,1094
289,José Calderón,JmCalderon,basketball,477511,7436
290,Fabricio Oberto,obricio7,basketball,476668,9998
291,Hines Ward,mvp86hinesward,football,474448,3494
292,Joe Haden,joehaden23,football,472737,12141
293,Jalen Ramsey,jalenramsey,football,472690,6968
294,Boris Diaw,theborisdiaw,basketball,472291,4748
295,Maurice Jones-Drew,MJD,football,471887,23290
296,Dennis Rodman,dennisrodman,basketball,463192,5616
297,Robinson Canó,RobinsonCano,baseball,462132,1754
298,Ozzie Guillén,OzzieGuillen,baseball,461309,1299
299,Barry Sanders,BarrySanders,football,460273,10933
300,Derrick Henry,KingHenry_2,football,458228,7631
301,Braxton Miller,BraxtonMiller5,football,457670,4055
302,Buster Posey,BusterPosey,baseball,456192,684
303,Steve Mandanda,SteveMandanda,soccer,453998,455
304,Taylor Hall,hallsy09,hockey,450999,1522
305,Patrick Peterson,P2,football,449535,11831
306,Julius Randle,J30_RANDLE,basketball,449129,6167
307,Steven Stamkos,RealStamkos91,hockey,447917,676
308,Luis Scola,LScola4,basketball,446432,2029
309,Sergio Rodríguez,SergioRodriguez,basketball,445556,3421
310,Ray Rice,RayRice27,football,443961,12014
311,Shawne Merriman,shawnemerriman,football,438825,61959
312,Jimmy Graham,TheJimmyGraham,football,435922,2724
313,Kemba Walker,KembaWalker,basketball,431362,1060
314,A.J. McCarron,10AJMcCarron,football,430526,6805
315,Klaas-Jan Huntelaar,KJ_Huntelaar,soccer,430095,1376
316,Shawn Marion,matrix31,basketball,429860,15673
317,Davante Adams,tae15adams,football,428697,1355
318,Brian Dawkins,BrianDawkins,football,428578,18527
319,Francesco Totti,Totti,soccer,425899,337
320,Raúl González Blanco,RaulGonzalez,soccer,424195,349
321,Franck Ribéry,FranckRibery,soccer,423949,862
322,Andrew Bogut,andrewbogut,basketball,419984,2142
323,Andrew Shaw,shawz15er,hockey,419707,2290
324,Omar Vizquel,VizquelOmar13,baseball,416920,13586
325,Marcus Paige,marcuspaige5,basketball,415806,6003
326,Facundo Campazzo,facucampazzo,basketball,414893,3837
327,Vince Wilfork,wilfork75,football,413417,4613
328,Bobby Abreu,BobKellyAbreu,baseball,410447,837
329,David Pollack,davidpollack47,football,409559,22498
330,Wes Welker,WesWelker,football,407976,1877
331,Kristaps Porziņģis,kporzee,basketball,407345,1711
332,Connor McDavid,cmcdavid97,hockey,405633,1417
333,Mike Miller,MikeMiller_13,basketball,403762,2767
334,Shane Battier,ShaneBattier,basketball,402718,153
335,Patty Mills,Patty_Mills,basketball,402444,16941
336,Kyle Schwarber,kschwarb12,baseball,400200,1669
337,Will Smith,iWillSmith,football,397647,1853
338,Yadier Molina,Yadimolina04,baseball,395224,2232
339,Matt Kemp,TheRealMattKemp,baseball,395088,3187
340,Jake Arrieta,JArrieta34,baseball,394832,2127
341,Desmond Howard,DesmondHoward,football,393560,26204
342,Ty Lawson,TyLawson3,basketball,393376,9733
343,Clayton Kershaw,ClaytonKersh22,baseball,393253,245
344,Nick Kypreos,RealKyper,hockey,392356,2400
345,Patrick Willis,PatrickWillis52,football,388286,9259
346,Jimmy Rollins,JimmyRollins11,baseball,388134,13469
347,Udonis Haslem,ThisIsUD,basketball,386642,766
348,Ryan Shazier,RyanShazier,football,384580,3955
349,Darrelle Revis,Revis24,football,383507,4808
350,Matt Forte,MattForte22,football,379472,6277
351,Randy Moss,RandyMoss,football,377653,13177
352,Evan Fournier,EvanFourmizz,basketball,376005,9744
353,DeMarcus Lawrence,TankLawrence,football,374287,2191
354,Al Horford,Al_Horford,basketball,373688,4616
355,T.J. Oshie,TJOshie77,hockey,372578,3033
356,Alex Caruso,ACFresh21,basketball,372310,6102
357,Seth Curry,sdotcurry,basketball,370190,5866
358,Brandon Crawford,bcraw35,baseball,367594,2580
359,Grant Hill,realgranthill33,basketball,367426,5478
360,Jamal Murray,BeMore27,basketball,366080,1187
361,Golden Tate,ShowtimeTate,football,361902,11730
362,Goran Dragić,Goran_Dragic,basketball,359909,3468
363,Kyle Long,Ky1eLong,football,355895,25707
364,Tyler Herro,raf_tyler,basketball,355707,2953
365,Carey Price,CP0031,hockey,352654,484
366,A.J. Hawk,OfficialAJHawk,football,349657,2308
367,Bixente Lizarazu,BixeLizarazu,soccer,348460,14403
368,Adam Wainwright,UncleCharlie50,baseball,348128,1417
369,Sead Kolašinac,seadk6,soccer,344707,226
370,Brian Cushing,briancushing56,football,343726,3220
371,Malcolm Jenkins,MalcolmJenkins,football,343314,10321
372,JaVale McGee,JaValeMcGee,basketball,341947,12532
373,Freddie Freeman,FreddieFreeman5,baseball,341381,808
374,Jared Dudley,JaredDudley619,basketball,340096,28869
375,Alex Bregman,ABREG_1,baseball,339686,5625
376,Luol Deng,LuolDeng9,basketball,339538,2712
377,Quentin Richardson,QRich,basketball,336719,25425
378,Larry Nance Jr.,Larrydn22,basketball,336714,4451
379,Giancarlo Stanton,Giancarlo818,baseball,336247,3900
380,Kenneth Faried,KennethFaried35,basketball,335400,14639
381,Roy Hibbert,Roy_Meets_World,basketball,335039,9154
382,Shareef O'Neal,SSJreef,basketball,334894,206
383,Aaron Murray,aaronmurray11,football,333099,12891
384,De'Aaron Fox,swipathefox,basketball,332880,1055
385,A.J. Green,ajgreen_18,football,332178,4132
386,Trent Dilfer,DilfersDimes,football,332084,15682
387,Kevin Weekes,KevinWeekes,hockey,331633,49159
388,JJ Redick,jj_redick,basketball,330191,6082
389,Evan Longoria,Evan3Longoria,baseball,329299,7947
390,Max Scherzer,Max_Scherzer,baseball,328553,440
391,Matt Ryan,M_Ryan02,football,327253,845
392,Marcellus Wiley,marcelluswiley,football,325709,48395
393,Curt Schilling,gehrig38,baseball,325514,72050
394,Curtis Granderson,cgrand3,baseball,324440,2021
395,Victor Oladipo,VicOladipo,basketball,323350,4414
396,Brandon Ingram,B_Ingram13,basketball,322755,371
397,Cedi Osman,cediosman,basketball,321112,1221
398,Stevie Johnson,StevieJohnson13,football,320936,23597
400,Michael Crabtree,KingCrab15,football,319966,1835
399,Yuta Watanabe,wacchi1013,basketball,319966,3576
401,Joe Flacco,JoeFlacco,football,317604,1320
402,Daisuke Matsuzaka,matsu_dice,baseball,316449,7406
403,Bogdan Bogdanović,LeaderOfHorde,basketball,313895,2189
404,Sammy Watkins,sammywatkins,football,313371,13638
405,Jameis Winston,Jaboowins,football,313241,1144
406,LiAngelo Ball,LiAngeloBall,basketball,311667,822
407,Abou Diaby,AbouVDIABY,soccer,311496,571
408,Brian Urlacher,BUrlacher54,football,311477,1354
409,Shaun Phillips,ShaunPhillips95,football,311229,18792
410,Fletcher Cox,fcoxx_91,football,310149,7591
411,Theo Fleury,TheoFleury14,hockey,308613,61807
412,Logan Couture,Logancouture,hockey,308528,5015
413,David Ross,D_Ross3,baseball,308304,1808
414,Matt Duchene,Matt9Duchene,hockey,306786,3732
415,Jaromír Jágr,68Jagr,hockey,304709,159
416,Mike Modano,9modano,hockey,303279,7266
417,Taj Gibson,TajGibson,basketball,301766,2379
418,Cameron Heyward,CamHeyward,football,300342,7858
419,Mookie Betts,mookiebetts,baseball,300057,580
420,Takeo Spikes,TakeoSpikes51,football,299379,18351
421,Shane Victorino,ShaneVictorino,baseball,298753,3126
422,Bo Jackson,BoJackson,baseball,295945,847
423,Bo Jackson,BoJackson,football,295945,847
424,Hanley Ramírez,HanleyRamirez,baseball,295943,1140
425,Brendan Shanahan,brendanshanahan,hockey,295610,198
426,Brandon Marshall,BMarshall,football,295490,9364
427,Jason Kipnis,TheJK_Kid,baseball,295239,7481
428,Andre Johnson,johnson80,football,294028,483
429,Mark Teixeira,teixeiramark25,baseball,293722,1487
430,Anthony Edwards,theantedwards_,basketball,293658,725
431,Scott Hartnell,Hartsy43,hockey,292051,1715
432,Lou Williams,TeamLou23,basketball,290199,24327
433,Brett Keisel,bkeisel99,football,290122,5068
434,Devin Hester,D_Hest23,football,289927,2506
435,Nick Barnett,NickBarnett,football,289309,16212
436,Jerome Bettis,JeromeBettis36,football,288872,3605
437,David Lee,Dlee042,basketball,288321,337
438,Josh Gordon,JOSH_GORDONXII,football,287030,830
439,Shaun Livingston,ShaunLivingston,basketball,286657,1464
440,Andrés Nocioni,SoyElChapu,basketball,286146,3771
441,Justin Turner,redturn2,baseball,283044,1748
442,Vladimir Tarasenko,tara9191,hockey,282938,583
443,Kevin Pillar,KPILLAR4,baseball,282472,2990
444,Nate Burleson,nateburleson,football,281978,19857
445,Ross Tucker,RossTuckerNFL,football,281186,63173
446,Michael Kidd-Gilchrist,MKG14,basketball,280856,5032
447,Sam Dekker,dekker,basketball,280245,13330
448,Carlos Correa,TeamCJCorrea,baseball,280036,963
449,David Robinson,DavidtheAdmiral,basketball,279441,3117
450,Anquan Boldin,AnquanBoldin,football,279413,2160
451,Joey Bosa,jbbigbear,football,278942,171
452,Ronald Acuña Jr.,ronaldacunajr24,baseball,277753,176
453,Emmanuel Sanders,ESanders_10,football,277582,9228
454,Austin Rivers,AustinRivers25,basketball,276635,3940
455,Bruce Irvin,BIrvin_WVU11,football,276422,14703
456,Eric Decker,EricDecker87,football,276407,3926
457,Didi Gregorius,DidiG18,baseball,275478,3168
458,Patrick Sharp,10PSharp,hockey,274348,147
459,Rui Hachimura,rui_8mura,basketball,274202,673
460,Roddy White,roddywhiteTV,football,272377,9649
461,Martellus Bennett,MartysaurusRex,football,271906,1546
462,Greg Jennings,GregJennings,football,271208,14420
463,Dashon Goldson,thehawk38,football,271113,6966
464,Ryan Kesler,Ryan_Kesler,hockey,270778,1291
465,Brendan Gallagher,BGALLY17,hockey,269484,1076
466,Cameron Jordan,camjordan94,football,268132,27903
467,Ha Ha Clinton-Dix,haha_cd6,football,268097,11665
468,Auston Matthews,AM34,hockey,267271,653
469,Kevin Bieksa,kbieksa3,hockey,267245,1497
470,Mike Napoli,MikeNapoli25,baseball,266456,3723
471,Albert Pujols,PujolsFive,baseball,265981,368
472,J.J. Barea,jjbareapr,basketball,263932,3056
473,Chandler Parsons,ChandlerParsons,basketball,263745,7822
474,Kirk Morrison,kirkmorrison,football,263642,25242
475,Jeremy Maclin,jmac___19,football,263122,7257
476,Félix Hernández,RealKingFelix,baseball,261980,1933
477,Nathaniel Chalobah,chalobah,soccer,261308,1932
478,Tobias Harris,tobias31,basketball,260448,25695
479,Mark Jackson,MarkJackson13,basketball,260336,10251
480,Phil Kessel,PKessel81,hockey,257836,198
481,Hasheem Thabeet,HasheemTheDream,basketball,256671,9136
482,Danny Granger,dgranger33,basketball,256402,780
483,Pedro Martinez,45PedroMartinez,baseball,255571,3601
484,Bam Adebayo,Bam1of1,basketball,255373,14182
485,Russell Okung,RussellOkung,football,254189,9871
486,Iago Aspas,aspas10,soccer,252192,1996
487,Taylor Lewan,TaylorLewan77,football,250959,12798
488,Grayson Allen,GraysonJAllen,basketball,250159,4950
489,Jonathan Stewart,Jonathanstewar1,football,249466,14467
490,Andriy Shevchenko,jksheva7,soccer,249031,550
491,Rick Fox,RickFox,basketball,248778,20031
492,Jadeveon Clowney,clownejd,football,248169,617
493,Erik Karlsson,ErikKarlsson65,hockey,247856,1240
494,Jimmy Garoppolo,JimmyG_10,football,247129,1300
495,Tony Gonzalez,TonyGonzalez88,football,246183,5093
496,Derek Holland,Dutch_Oven45,baseball,246152,37482
497,Matt Hasselbeck,Hasselbeck,football,245493,16580
498,Marreese Speights,Mospeights16,basketball,243646,22899
499,Tony Allen,aa000G9,basketball,242717,31367
500,Nazem Kadri,43_Kadri,hockey,242326,1539
501,NaVorro Bowman,NBowman53,football,239780,1179
502,Todd Frazier,FlavaFraz21,baseball,239642,11709
503,Jaren Jackson Jr.,jarenjacksonjr,basketball,239388,2404
504,Jacoby Ellsbury,JacobyEllsbury,baseball,238301,569
505,Boomer Esiason,7BOOMERESIASON,football,237860,23258
